Sl.No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status,elevation,slope,aspect,landslide,sample_source,rainfall_available,soil_moisture_available,terrain_available
1726,AP/LDV/82P16/2022/153,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 10.75 kms along,NH-313 towards Hunli NH-313 (Roing-Anini road),28.286447,95.920837,Rock,Slide,,,,,,,,,,,,2377.0,44.7621,85.084,1,GSI_field_inventory,False,False,True
1728,AR/ANJ/91D11/2014/35,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.28778,96.57928,Rock,Slide,2013,,,,,,,,,,,1696.0,48.565,225.5599,1,GSI_field_inventory,False,False,True
1729,AP/LDV/82P15/2022/12,Arunachal Pradesh,Lower Dibang Valley,From Roing 32 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.289254,95.785468,Rock,Slide,,,,,,,,,,,,596.0,34.9235,263.6774,1,GSI_field_inventory,False,False,True
1730,AR/US/82P04/2022/025,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 16,NH-513,28.291556,95.199111,Debris,Slide,,,,,,,,,,,,678.0,15.4198,169.4384,1,GSI_field_inventory,False,False,True
1731,AP/DV/82P15/2022/13,Arunachal Pradesh,Dibang Valley,0.7 km west of landslide no. 12,Newly connstructing Roing- Hunli/ Anini road NH-313,28.291703,95.77618,Rock,Slide,,,,,,,,,,,,1081.0,39.4499,133.904,1,GSI_field_inventory,False,False,True
1732,AP/LDV/82P16/2022/154,Arunachal Pradesh,Lower Dibang Valley,65kms landslide. From Mayudia Pass,11.9 kms along NH-313 towards Hunli NH-313 (Roing-Anini road),28.296668,95.92282,Debris,Slide,,,,,,,,,,,,2125.0,44.9223,259.005,1,GSI_field_inventory,False,False,True
1733,AP/DV/82P15/2022/11,Arunachal Pradesh,Dibang Valley,From Roing 33.4 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.297476,95.791016,Debris,Slide,,,,,,,,,,,,632.0,29.5638,357.2134,1,GSI_field_inventory,False,False,True
1734,AR/US/82P04/2022/024,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 15,NH-513,28.301694,95.195361,Debris,Slide,,,,,,,,,,,,654.0,21.6544,2.6542,1,GSI_field_inventory,False,False,True
1736,AP/LDV/82P16/2022/117,Arunachal Pradesh,Lower Dibang Valley,From Hunli 10.2 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.308592,95.971041,Debris,Slide,,,,,,,,,,,,893.0,32.1509,333.5055,1,GSI_field_inventory,False,False,True
1737,AP/LDV/82P16/2022/116,Arunachal Pradesh,Lower Dibang Valley,From Hunli 10.4 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.308841,95.973238,Debris,Slide,,,,,,,,,,,,899.0,34.4674,341.6555,1,GSI_field_inventory,False,False,True
1738,AP/LDV/82P16/2022/109,Arunachal Pradesh,Lower Dibang Valley,From Hunli 9.5 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.308943,95.966462,Debris,Slide,,,,,,,,,,,,832.0,43.2996,343.2737,1,GSI_field_inventory,False,False,True
1739,AP/LDV/82P15/2022/19,Arunachal Pradesh,Dibang Valley,13 km NE of Dambuk,NH-313 (Roing-Pasighat road),28.309002,95.754702,Rock,Slide,,,,,,,,,,,,956.0,42.3138,331.6647,1,GSI_field_inventory,False,False,True
1740,AP/LDV/82P16/2022/108,Arunachal Pradesh,Lower Dibang Valley,From Hunli 9.66 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.309676,95.967453,Debris,Slide,,,,,,,,,,,,782.0,38.6106,338.0287,1,GSI_field_inventory,False,False,True
1741,AP/LDV/82P16/2022/112,Arunachal Pradesh,Lower Dibang Valley,From Hunli 11.7 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.30984,95.984084,Rock,Slide,,,,,,,,,,,,1138.0,18.7883,41.4587,1,GSI_field_inventory,False,False,True
1742,AP/LDV/82P16/2022/151,Arunachal Pradesh,Lower Dibang Valley,Hunli landslide. From Mayudia Pass,27.6 kms along NH-313 towards Hunli NH-313 (Roing-Anini road),28.309975,95.952909,Rock,Fall,,,,,,,,,,,,1405.0,46.8186,205.8296,1,GSI_field_inventory,False,False,True
1744,AR/WSI/82L11/2021/16,Arunachal Pradesh,West Siang,Kamba-Kaying road slide,Aalo-Kaying Highway,28.310626,94.675637,Debris,Slide,,,,,,,,,,,,323.0,22.0495,49.4991,1,GSI_field_inventory,False,False,True
1745,AP/LDV/82P16/2022/113,Arunachal Pradesh,Lower Dibang Valley,From Hunli 11.4 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.31085,95.979868,Debris,Slide,,,,,,,,,,,,1028.0,35.0792,338.0931,1,GSI_field_inventory,False,False,True
1746,AR/ANJ/91D11/2014/34,Arunachal Pradesh,Anjaw,Chaglogamnala slide,Village road,28.31211,96.61719,Debris,Topple,2013,,,,,,,,,,,1593.0,49.356,203.9818,1,GSI_field_inventory,False,False,True
1747,AP/LDV/82P16/2022/114,Arunachal Pradesh,Lower Dibang Valley,From Hunli 11 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.312731,95.975665,Debris,Slide,,,,,,,,,,,,913.0,32.3987,349.144,1,GSI_field_inventory,False,False,True
1748,AP/LDV/82P16/2022/115,Arunachal Pradesh,Lower Dibang Valley,From Hunli 11.1 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.312795,95.97654,Debris,Slide,,,,,,,,,,,,911.0,31.487,3.8731,1,GSI_field_inventory,False,False,True
1749,AP/LDV/82P16/2022/110,Arunachal Pradesh,Lower Dibang Valley,From Hunli 8.3 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.313528,95.966611,Rock,Slide,,,,,,,,,,,,810.0,31.1258,183.0546,1,GSI_field_inventory,False,False,True
1750,AP/LDV/82P16/2022/118,Arunachal Pradesh,Lower Dibang Valley,From Hunli 7.6 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.314581,95.966345,Debris,Slide,,,,,,,,,,,,875.0,33.457,172.8066,1,GSI_field_inventory,False,False,True
1751,AP/LDV/82P16/2022/111,Arunachal Pradesh,Lower Dibang Valley,,,28.315484,95.982181,Rock,Slide,,,,,,,,,,,,964.0,32.3334,256.6934,1,GSI_field_inventory,False,False,True
1752,AR/ANJ/91D11/2014/33,Arunachal Pradesh,Anjaw,Toflagam slide,H.M.C. Road,28.31658,96.61508,Debris,Slide,2013,,,,,,,,,,,1811.0,30.2263,246.2423,1,GSI_field_inventory,False,False,True
1753,AP/LDV/82P16/2022/120,Arunachal Pradesh,Lower Dibang Valley,From Hunli 2.1 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.31731,95.956718,Debris,Slide,,,,,,,,,,,,1220.0,34.8576,74.4978,1,GSI_field_inventory,False,False,True
1754,AP/LDV/82P16/2022/121,Arunachal Pradesh,Lower Dibang Valley,From Hunli 1.5 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.319141,95.956918,Debris,Slide,,,,,,,,,,,,1242.0,35.6182,105.7326,1,GSI_field_inventory,False,False,True
1755,AP/DV/82P15/2022/105,Arunachal Pradesh,Dibang Valley,From Roing 36.8 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.321143,95.779346,Debris,Slide,,,,,,,,,,,,776.0,34.0495,239.0008,1,GSI_field_inventory,False,False,True
1756,AP/DV/82P15/2022/8,Arunachal Pradesh,Dibang Valley,From Roing 37.2 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.32225,95.780295,Rock,Fall,,,,,,,,,,,,779.0,45.4128,329.5007,1,GSI_field_inventory,False,False,True
1757,AR/US/82P04/2022/023,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 14,NH-513,28.322889,95.203694,Debris,Slide,,,,,,,,,,,,709.0,32.1827,355.3909,1,GSI_field_inventory,False,False,True
1758,AP/DV/82P15/2022/10,Arunachal Pradesh,Dibang Valley,From Roing 37.3 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.327545,95.783923,Debris,Slide,,,,,,,,,,,,737.0,28.1983,289.3972,1,GSI_field_inventory,False,False,True
1759,AP/DV/82P15/2022/9,Arunachal Pradesh,Dibang Valley,From Roing 38 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.330336,95.794313,Rock,Fall,,,,,,,,,,,,681.0,36.4774,355.0056,1,GSI_field_inventory,False,False,True
1760,AP/DV/82P15/2022/106,Arunachal Pradesh,Dibang Valley,From Roing 37.6 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.335249,95.788465,Rock,Slide,,,,,,,,,,,,777.0,39.9254,52.8095,1,GSI_field_inventory,False,False,True
1762,AP/DV/82P15/2022/107,Arunachal Pradesh,Dibang Valley,From Roing 37.6 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.33836,95.781715,Debris,Slide,,,,,,,,,,,,761.0,30.8033,58.0312,1,GSI_field_inventory,False,False,True
1764,AR/WSI/82L11/2021/17,Arunachal Pradesh,West Siang,Kamba-Kaying road slide,Aalo-Kaying Highway,28.355501,94.679544,Debris,Slide,,,,,,,,,,,,342.0,28.9983,72.581,1,GSI_field_inventory,False,False,True
1765,AP/LDV/82P16/2022/131,Arunachal Pradesh,Lower Dibang Valley,From Hunli 16.2 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.359553,95.948576,Rock,Fall,,,,,,,,,,,,729.0,52.0723,259.093,1,GSI_field_inventory,False,False,True
1766,AR/US/82P04/2022/022,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 13,NH-513,28.366417,95.221194,Debris,Slide,,,,,,,,,,,,599.0,43.1998,336.6273,1,GSI_field_inventory,False,False,True
1767,AR/US/82P04/2022/020,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 11,NH-513,28.378694,95.230667,Debris,Slide,,,,,,,,,,,,692.0,43.4738,268.0431,1,GSI_field_inventory,False,False,True
1768,AR/US/82P04/2022/021,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 12,NH-513,28.384833,95.233806,Debris,Slide,,,,,,,,,,,,676.0,27.5753,1.5142,1,GSI_field_inventory,False,False,True
1769,AR/US/82P04/2022/042,Arunachal Pradesh,Upper Siang,Pasi-Tinali Slide 1,NH 513,28.386722,95.240833,Debris,Slide,,,,,,,,,,,,663.0,10.8082,327.9876,1,GSI_field_inventory,False,False,True
1770,AR/US/82P04/2022/043,Arunachal Pradesh,Upper Siang,Pasi-Tinali Slide 2,NH 513,28.386806,95.240111,Rock,Slide,,,,,,,,,,,,659.0,29.7771,15.8635,1,GSI_field_inventory,False,False,True
1778,AR/WSI/82L11/2021/19,Arunachal Pradesh,West Siang,Kaying- Thumbin road slide,Kaying-Thumbin road,28.427393,94.674582,Debris,Slide,,,,,,,,,,,,562.0,9.4281,120.7838,1,GSI_field_inventory,False,False,True
1779,AR/WSI/82L11/2021/20,Arunachal Pradesh,West Siang,Kaying- Thumbin road slide,Kaying-Thumbin road,28.429931,94.6778,Debris,Slide,,,,,,,,,,,,544.0,14.0672,64.1467,1,GSI_field_inventory,False,False,True
1781,AP/DV/82P15/2022/150,Arunachal Pradesh,Dibang Valley,From Hunli 35.9 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.434292,95.876106,Debris,Slide,,,,,,,,,,,,643.0,32.9193,191.0655,1,GSI_field_inventory,False,False,True
1782,AR/WSI/82L11/2021/22,Arunachal Pradesh,West Siang,Kaying- Thumbin road slide,Kaying-Thumbin road,28.436019,94.668744,Debris,Slide,,,,,,,,,,,,504.0,33.8844,112.3114,1,GSI_field_inventory,False,False,True
1783,AP/DV/82P15/2022/149,Arunachal Pradesh,Dibang Valley,From Hunli 39 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.438898,95.85009,Debris,Slide,,,,,,,,,,,,747.0,27.8285,213.317,1,GSI_field_inventory,False,False,True
1788,AP/DV/82P15/2022/148,Arunachal Pradesh,Dibang Valley,Yelmo landslide. From Hunli 42.5 kms,along NH-313 towards Anini NH-313 (Roing-Anini road),28.448428,95.855303,Debris,Slide,,,,,,,,,,,,849.0,32.5976,348.7938,1,GSI_field_inventory,False,False,True
1789,AP/DV/82P15/2022/147,Arunachal Pradesh,Dibang Valley,Yelmo landslide. From Hunli 42.8 kms,along NH-313 towards Anini NH-313 (Roing-Anini road),28.450374,95.855884,Debris,Slide,,,,,,,,,,,,851.0,40.8881,225.8604,1,GSI_field_inventory,False,False,True
1790,AR/US/82P04/2022/037,Arunachal Pradesh,Upper Siang,North of Damro-Gingkong Slide 3,Pasighat-yingkiong road,28.452528,95.239333,Debris,Slide,,,,,,,,,,,,1055.0,23.6542,235.0518,1,GSI_field_inventory,False,False,True
1791,AP/DV/82P15/2022/146,Arunachal Pradesh,Dibang Valley,From Hunli 43.45 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.454481,95.854029,Debris,Slide,,,,,,,,,,,,841.0,44.4811,257.1424,1,GSI_field_inventory,False,False,True
1792,AP/DV/82P15/2022/145,Arunachal Pradesh,Dibang Valley,From Hunli 43.5 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.455284,95.854018,Debris,Slide,,,,,,,,,,,,826.0,41.8512,260.6391,1,GSI_field_inventory,False,False,True
1793,AR/WSI/82L11/2021/27A,Arunachal Pradesh,West Siang,Thumbin Slide 3,Aalo-Tato Road,28.455655,94.680282,Debris,Slide,,,,,,,,,,,,389.0,23.7249,173.988,1,GSI_field_inventory,False,False,True
1794,AR/WSI/82L11/2021/27B,Arunachal Pradesh,West Siang,Thumbin Slide 4,Aalo-Tato Road,28.455769,94.680664,Debris,Slide,,,,,,,,,,,,404.0,23.4244,178.1734,1,GSI_field_inventory,False,False,True
1795,AP/DV/82P15/2022/144,Arunachal Pradesh,Dibang Valley,From Hunli 43.8 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.457775,95.853489,Debris,Slide,,,,,,,,,,,,846.0,35.1233,243.7046,1,GSI_field_inventory,False,False,True
1797,AP/DV/82P15/2022/143,Arunachal Pradesh,Dibang Valley,From Hunli 44.5 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.462314,95.849136,Rock,Fall,,,,,,,,,,,,856.0,34.5212,210.1288,1,GSI_field_inventory,False,False,True
1798,AP/DV/82P15/2022/132,Arunachal Pradesh,Dibang Valley,From Hunli 45 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.464936,95.852312,Debris,Slide,,,,,,,,,,,,935.0,43.8558,339.2347,1,GSI_field_inventory,False,False,True
1799,AP/DV/82P15/2022/137,Arunachal Pradesh,Dibang Valley,From Hunli 47.4 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.469481,95.849951,Rock,Fall,,,,,,,,,,,,863.0,32.053,220.8705,1,GSI_field_inventory,False,False,True
1800,AR/US/82P04/2022/045,Arunachal Pradesh,Upper Siang,Millang-Longpong Slide,NH-513,28.470167,95.233333,Debris,Slide,,,,,,,,,,,,979.0,22.1611,220.9628,1,GSI_field_inventory,False,False,True
1801,AP/DV/82P15/2022/138,Arunachal Pradesh,Dibang Valley,From Hunli 47 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.471388,95.852234,Rock,Fall,,,,,,,,,,,,911.0,47.9137,132.261,1,GSI_field_inventory,False,False,True
1802,AP/DV/82P15/2022/141,Arunachal Pradesh,Dibang Valley,From Hunli 46.4 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.472858,95.858449,Rock,Fall,,,,,,,,,,,,820.0,35.9081,188.4088,1,GSI_field_inventory,False,False,True
1803,AP/DV/82P15/2022/142,Arunachal Pradesh,Dibang Valley,From Hunli 46.3 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.472863,95.858934,Rock,Fall,,,,,,,,,,,,827.0,34.0516,173.7426,1,GSI_field_inventory,False,False,True
1804,AP/DV/82P15/2022/140,Arunachal Pradesh,Dibang Valley,From Hunli 46.45 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.472919,95.857932,Debris,Slide,,,,,,,,,,,,845.0,41.4585,182.9872,1,GSI_field_inventory,False,False,True
1805,AP/DV/82P15/2022/139,Arunachal Pradesh,Dibang Valley,From Hunli 46.5 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.472966,95.857242,Debris,Slide,,,,,,,,,,,,844.0,39.5133,158.0369,1,GSI_field_inventory,False,False,True
1806,AP/DV/82P15/2022/136,Arunachal Pradesh,Dibang Valley,From Hunli 48.1 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.474093,95.847423,Debris,Slide,,,,,,,,,,,,850.0,33.4836,214.3162,1,GSI_field_inventory,False,False,True
1807,AP/DV/82P15/2022/135,Arunachal Pradesh,Dibang Valley,From Hunli 48.8 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.476722,95.841356,Rock,Fall,,,,,,,,,,,,866.0,47.0124,157.5464,1,GSI_field_inventory,False,False,True
1808,AP/DV/82P15/2022/134,Arunachal Pradesh,Dibang Valley,From Hunli 48.5 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.479902,95.839317,Rock,Fall,,,,,,,,,,,,843.0,37.9375,217.8976,1,GSI_field_inventory,False,False,True
1809,AP/DV/82P15/2022/133,Arunachal Pradesh,Dibang Valley,From Hunli 49.8 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.481108,95.838317,Debris,Slide,,,,,,,,,,,,815.0,34.22,234.3281,1,GSI_field_inventory,False,False,True
1810,AR/US/82P04/2022/047,Arunachal Pradesh,Upper Siang,Mariyang Slide 2,NH-513,28.484056,95.207056,Debris,Slide,,,,,,,,,,,,806.0,20.2184,213.3721,1,GSI_field_inventory,False,False,True
1811,AP/DV/82P15/2022/130,Arunachal Pradesh,Dibang Valley,From Hunli 51.2 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.487041,95.848265,Debris,Slide,,,,,,,,,,,,845.0,28.7545,205.8708,1,GSI_field_inventory,False,False,True
1812,AR/US/82P04/2022/046,Arunachal Pradesh,Upper Siang,Mariyang Slide 1,NH-513,28.4875,95.213417,Debris,Flow,,,,,,,,,,,,1015.0,24.9374,203.954,1,GSI_field_inventory,False,False,True
1813,AP/LDV/82P16/2022/119,Arunachal Pradesh,Lower Dibang Valley,From Hunli 2.4 km along HMH road,Hunli-Metengliang-Hayuliang (HMH) road,28.487904,95.84071,Debris,Slide,,,,,,,,,,,,752.0,36.482,205.4447,1,GSI_field_inventory,False,False,True
1814,AP/DV/82P15/2022/128,Arunachal Pradesh,Dibang Valley,From Hunli 52.3 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.488264,95.842761,Debris,Slide,,,,,,,,,,,,813.0,37.1304,178.2575,1,GSI_field_inventory,False,False,True
1815,AP/DV/82P15/2022/129,Arunachal Pradesh,Dibang Valley,Tiwarigaon landslide. From Hunli 51.9,kms along NH-313 towards Anini NH-313 (Roing-Anini road),28.489492,95.845459,Rock,Fall,,,,,,,,,,,,773.0,33.2193,112.9128,1,GSI_field_inventory,False,False,True
1816,AR/US/82P04/2022/051,Arunachal Pradesh,Upper Siang,Mariyang Slide 3,NH-513,28.490278,95.203194,Debris,Slide,,,,,,,,,,,,942.0,29.3089,253.6712,1,GSI_field_inventory,False,False,True
1817,AP/DV/82P15/2022/126,Arunachal Pradesh,Dibang Valley,Arzoo landslide. From Hunli 53.7 kms,along NH-313 towards Anini NH-313 (Roing-Anini road),28.490519,95.832301,Debris,Slide,,,,,,,,,,,,761.0,32.1721,215.8446,1,GSI_field_inventory,False,False,True
1818,AP/DV/82P15/2022/127,Arunachal Pradesh,Dibang Valley,From Hunli 52.5 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.490727,95.833473,Debris,Slide,,,,,,,,,,,,780.0,32.0838,165.5386,1,GSI_field_inventory,False,False,True
1819,AR/US/82P04/2022/052,Arunachal Pradesh,Upper Siang,Mariyang Slide 4,NH-513,28.4915,95.202944,Debris,Slide,,,,,,,,,,,,950.0,34.6399,271.3426,1,GSI_field_inventory,False,False,True
1820,AP/DV/82P15/2022/125,Arunachal Pradesh,Dibang Valley,From Hunli 55.2 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.494378,95.825225,Rock,Fall,,,,,,,,,,,,707.0,35.4226,257.8469,1,GSI_field_inventory,False,False,True
1821,AP/DV/82P15/2022/124,Arunachal Pradesh,Dibang Valley,From Hunli 55.6 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.497294,95.827044,Debris,Slide,,,,,,,,,,,,716.0,40.0509,262.5313,1,GSI_field_inventory,False,False,True
1822,AR/US/82P04/2022/053,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 1,NH-513,28.497917,95.191639,Debris,Slide,,,,,,,,,,,,879.0,15.9465,255.2301,1,GSI_field_inventory,False,False,True
1823,AP/DV/82P15/2022/123,Arunachal Pradesh,Dibang Valley,From Hunli 55.8 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.498405,95.827217,Rock,Slide,,,,,,,,,,,,739.0,27.9298,322.5523,1,GSI_field_inventory,False,False,True
1824,AP/DV/82P15/2022/122,Arunachal Pradesh,Dibang Valley,From Hunli 56 kms along NH-313,towards Anini NH-313 (Roing-Anini road),28.498464,95.828278,Debris,Slide,,,,,,,,,,,,780.0,38.7679,316.5221,1,GSI_field_inventory,False,False,True
1825,AR/WS/82L16/2022/080,Arunachal Pradesh,West Siang,Jomlo-Mongku Slide 3,NH-13,28.506306,94.873361,Debris,Slide,,,,,,,,,,,,1230.0,30.9043,28.4896,1,GSI_field_inventory,False,False,True
1826,AR/US/82P02/2022/058,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 5,NH-513,28.509,95.177639,Debris,Slide,,,,,,,,,,,,699.0,27.1043,287.4855,1,GSI_field_inventory,False,False,True
1827,AR/US/82P04/2022/057,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 4,NH-513,28.510528,95.177722,Debris,Slide,,,,,,,,,,,,715.0,34.4015,259.0984,1,GSI_field_inventory,False,False,True
1828,AR/US/82P04/2022/054,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 2,NH-513,28.512056,95.1805,Debris,Slide,,,,,,,,,,,,828.0,23.1537,255.7563,1,GSI_field_inventory,False,False,True
1829,AR/US/82P04/2022/056,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 3,NH-513,28.514083,95.178278,Rock,Slide,,,,,,,,,,,,776.0,32.6893,266.0222,1,GSI_field_inventory,False,False,True
1830,AR/US/82P04/2022/055,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 2,NH-513,28.516083,95.178028,Rock,Slide,,,,,,,,,,,,807.0,21.9621,226.9667,1,GSI_field_inventory,False,False,True
1831,AR/US/82P02/2022/059,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 6,NH-513,28.522806,95.172639,Rock,Slide,,,,,,,,,,,,771.0,31.5547,138.6986,1,GSI_field_inventory,False,False,True
1832,AR/US/82P02/2022/060,Arunachal Pradesh,Upper Siang,Mariyang-Yingkiong road Slide 7,NH-513,28.527722,95.173556,Rock,Fall,,,,,,,,,,,,795.0,25.1132,107.5894,1,GSI_field_inventory,False,False,True
1833,AP/SY/83I01/2021/14,Arunachal Pradesh,Shi-Yomi,Mechuka town slide 2,Near Mechuka town,28.527944,94.309444,Debris,Slide,,,,,,,,,,,,1405.0,34.5639,254.3228,1,GSI_field_inventory,False,False,True
1834,AR/US/82P02/2022/072,Arunachal Pradesh,Upper Siang,West of Kolung Slide 6,NH-513,28.528778,95.173278,Rock,Slide,,,,,,,,,,,,793.0,30.9704,68.2305,1,GSI_field_inventory,False,False,True
1835,AR/US/82P02/2022/077,Arunachal Pradesh,Upper Siang,South west of Jengging Slide,NH-513,28.531528,95.050417,Debris,Slide,,,,,,,,,,,,475.0,21.305,101.3713,1,GSI_field_inventory,False,False,True
1837,AR/US/82P02/2022/071,Arunachal Pradesh,Upper Siang,West of Kolung Slide 5,NH-513(Mariyang-Yingkiong road),28.540139,95.168667,Debris,Slide,,,,,,,,,,,,867.0,20.508,48.7013,1,GSI_field_inventory,False,False,True
1839,AR/US/82P02/2022/076,Arunachal Pradesh,Upper Siang,Jengging Slide 1,NH-513,28.550472,95.06325,Debris,Slide,,,,,,,,,,,,740.0,21.6274,336.7286,1,GSI_field_inventory,False,False,True
1840,AR/US/82P02/2022/070,Arunachal Pradesh,Upper Siang,West of Kolung Slide 4,NH-513 (Mariyang-Yingkiong road),28.550694,95.158333,Debris,Slide,,,,,,,,,,,,980.0,12.9459,67.2126,1,GSI_field_inventory,False,False,True
1842,AR/US/82P02/2022/068,Arunachal Pradesh,Upper Siang,West of Kolung Slide 2,NH-513,28.56525,95.148333,Debris,Slide,,,,,,,,,,,,1083.0,23.093,38.0229,1,GSI_field_inventory,False,False,True
1843,AR/US/82P02/2022/067,Arunachal Pradesh,Upper Siang,,,28.568694,95.143556,Debris,Slide,,,,,,,,,,,,1107.0,29.1066,51.8398,1,GSI_field_inventory,False,False,True
1846,AP/E-Siang/82P8/2022/LS39,Arunachal Pradesh,Dibang Valley,LS-39,"NH-13, Pasighat river slide",28.608016,95.854035,Debris,Slide,,,,,,,,,,,,815.0,38.7009,119.0072,1,GSI_field_inventory,False,False,True
1847,AP/LDV/82P8/2022/LS38,Arunachal Pradesh,Dibang Valley,LS-38,"NH-13, Dambuk slide",28.609263,95.856878,Debris,Slide,,,,,,,,,,,,679.0,62.6982,149.3891,1,GSI_field_inventory,False,False,True
